"","Balancing Authority","Data_Date","Hour_Number","Local Time at End of Hour","UTC Time at End of Hour","Demand_Forecast","Demand_MW","Net_Generation","Total_Interchange","Sum_Valid_DIBAs","Demand_Adjusted","Net_Generation_Adjusted","Day_Ahead_Hourly_Price","Real_Time_Hourly_Price","Energy_Consumption","Year"
"175","PJM",2019-01-08,10,2019-01-08 10:00:00,2019-01-08 15:00:00,93042,95526,88763,3260,-5161,95526,88763,2.1,1.9,94454,"2019"
"176","PJM",2019-01-08,11,2019-01-08 11:00:00,2019-01-08 16:00:00,92344,94454,88561,4243,-4836,94454,88561,2.2,2,93220,"2019"
"177","PJM",2019-01-08,12,2019-01-08 12:00:00,2019-01-08 17:00:00,91282,93220,86429,4402,-4440,93220,86429,2.7,3.3,91607,"2019"
"178","PJM",2019-01-08,13,2019-01-08 13:00:00,2019-01-08 18:00:00,90265,91607,86585,4179,-4510,91607,86585,2.6,2.2,90891,"2019"
"179","PJM",2019-01-08,14,2019-01-08 14:00:00,2019-01-08 19:00:00,89733,90891,85764,4459,-4338,90891,85764,2.4,2.2,89495,"2019"
"180","PJM",2019-01-08,15,2019-01-08 15:00:00,2019-01-08 20:00:00,89191,89495,85376,4474,-6182,89495,85376,2.2,2.1,89205,"2019"
"181","PJM",2019-01-08,16,2019-01-08 16:00:00,2019-01-08 21:00:00,89406,89205,86088,4446,-6524,89205,86088,2.1,2,91141,"2019"
"182","PJM",2019-01-08,17,2019-01-08 17:00:00,2019-01-08 22:00:00,91641,91141,91014,4422,-5869,91141,91014,1.9,1.9,96067,"2019"
"183","PJM",2019-01-08,18,2019-01-08 18:00:00,2019-01-08 23:00:00,96420,96067,93262,4626,-6336,96067,93262,1.8,1.7,98105,"2019"
"184","PJM",2019-01-08,19,2019-01-08 19:00:00,2019-01-09 00:00:00,97478,98105,92330,4721,-6488,98105,92330,1.8,1.7,97249,"2019"
"185","PJM",2019-01-08,20,2019-01-08 20:00:00,2019-01-09 01:00:00,96301,97249,90790,4139,-6396,97249,90790,1.7,1.5,95650,"2019"
"186","PJM",2019-01-08,21,2019-01-08 21:00:00,2019-01-09 02:00:00,94850,95650,88420,3805,-6306,95650,88420,1.7,1.7,92433,"2019"
"187","PJM",2019-01-08,22,2019-01-08 22:00:00,2019-01-09 03:00:00,91735,92433,84307,4120,-6664,92433,84307,1.7,1.8,87667,"2019"
"188","PJM",2019-01-08,23,2019-01-08 23:00:00,2019-01-09 04:00:00,86980,87667,79248,3965,-7027,87667,79248,1.7,1.6,84179,"2019"
"189","PJM",2019-01-08,24,2019-01-09 00:00:00,2019-01-09 05:00:00,81881,84179,80811,3344,-6083,84179,80811,1.7,1.4,82240,"2019"
"190","PJM",2019-01-09,1,2019-01-09 01:00:00,2019-01-09 06:00:00,78566,82240,77621,3813,-5516,82240,77621,2.2,1.7,81035,"2019"
"191","PJM",2019-01-09,2,2019-01-09 02:00:00,2019-01-09 07:00:00,76727,81035,77787,4343,-5986,81035,77787,2.4,2,80755,"2019"
"192","PJM",2019-01-09,3,2019-01-09 03:00:00,2019-01-09 08:00:00,76219,80755,77460,4526,-5776,80755,77460,2.4,2.4,81273,"2019"
"193","PJM",2019-01-09,4,2019-01-09 04:00:00,2019-01-09 09:00:00,76599,81273,78439,4492,-4495,81273,78439,2.4,2.4,82273,"2019"
"194","PJM",2019-01-09,5,2019-01-09 05:00:00,2019-01-09 10:00:00,78850,82273,82657,4354,-5522,82273,82657,2.4,2.4,86946,"2019"
"195","PJM",2019-01-09,6,2019-01-09 06:00:00,2019-01-09 11:00:00,84397,86946,88609,4263,-6619,86946,88609,2.4,2.5,95150,"2019"
"196","PJM",2019-01-09,7,2019-01-09 07:00:00,2019-01-09 12:00:00,93052,95150,93538,3560,-7349,95150,93538,2.4,2.5,100600,"2019"
"197","PJM",2019-01-09,8,2019-01-09 08:00:00,2019-01-09 13:00:00,98792,100600,94189,3282,-7321,100600,94189,2.3,2.5,100662,"2019"
"198","PJM",2019-01-09,9,2019-01-09 09:00:00,2019-01-09 14:00:00,99681,100662,93892,3745,-7246,100662,93892,2.3,2.6,99648,"2019"
"199","PJM",2019-01-09,10,2019-01-09 10:00:00,2019-01-09 15:00:00,99591,99648,93195,3942,-6943,99648,93195,2.3,2.4,99025,"2019"
"200","PJM",2019-01-09,11,2019-01-09 11:00:00,2019-01-09 16:00:00,99861,99025,92954,3948,-5243,99025,92954,2.5,8.2,99008,"2019"
"201","PJM",2019-01-09,12,2019-01-09 12:00:00,2019-01-09 17:00:00,99646,99008,92722,3669,-5327,99008,92722,3.5,2.9,99370,"2019"
"202","PJM",2019-01-09,13,2019-01-09 13:00:00,2019-01-09 18:00:00,99417,99370,93423,3703,-5480,99370,93423,3.5,3.3,99886,"2019"
"203","PJM",2019-01-09,14,2019-01-09 14:00:00,2019-01-09 19:00:00,99652,99886,93306,3495,-6061,99886,93306,3.3,3.7,100255,"2019"
"204","PJM",2019-01-09,15,2019-01-09 15:00:00,2019-01-09 20:00:00,99639,100255,93820,3367,-6154,100255,93820,3.1,3,101060,"2019"
"205","PJM",2019-01-09,16,2019-01-09 16:00:00,2019-01-09 21:00:00,100332,101060,95643,3062,-5621,101060,95643,3,2.8,103959,"2019"
"206","PJM",2019-01-09,17,2019-01-09 17:00:00,2019-01-09 22:00:00,103419,103959,101532,2914,-5645,103959,101532,2.7,2.5,109191,"2019"
"207","PJM",2019-01-09,18,2019-01-09 18:00:00,2019-01-09 23:00:00,109298,109191,103788,2851,-5204,109191,103788,2.5,2.3,111221,"2019"
"208","PJM",2019-01-09,19,2019-01-09 19:00:00,2019-01-10 00:00:00,111073,111221,103136,2711,-4725,111221,103136,2.3,2.3,110554,"2019"
"209","PJM",2019-01-09,20,2019-01-09 20:00:00,2019-01-10 01:00:00,110611,110554,102481,2819,-4233,110554,102481,2.2,2.3,109280,"2019"
"210","PJM",2019-01-09,21,2019-01-09 21:00:00,2019-01-10 02:00:00,109627,109280,98970,3391,-3939,109280,98970,2.2,2.3,106193,"2019"
"211","PJM",2019-01-09,22,2019-01-09 22:00:00,2019-01-10 03:00:00,106414,106193,95041,2972,-3645,106193,95041,2.3,2.3,101163,"2019"
"212","PJM",2019-01-09,23,2019-01-09 23:00:00,2019-01-10 04:00:00,101338,101163,91028,3154,-3628,101163,91028,2.3,2.6,97237,"2019"
"213","PJM",2019-01-09,24,2019-01-10 00:00:00,2019-01-10 05:00:00,96451,97237,78397,2836,-3493,97237,78397,2.6,3,96115,"2019"
"214","PJM",2019-01-10,1,2019-01-10 01:00:00,2019-01-10 06:00:00,93808,96115,88738,2156,-4840,96115,88738,3.6,3,94981,"2019"
"215","PJM",2019-01-10,2,2019-01-10 02:00:00,2019-01-10 07:00:00,92098,94981,88313,2099,-4093,94981,88313,4.1,4.9,94762,"2019"
"216","PJM",2019-01-10,3,2019-01-10 03:00:00,2019-01-10 08:00:00,91330,94762,88128,1874,-4407,94762,88128,3.7,4.6,95214,"2019"
"217","PJM",2019-01-10,4,2019-01-10 04:00:00,2019-01-10 09:00:00,91777,95214,89979,1722,-3821,95214,89979,3.2,3,97243,"2019"
"218","PJM",2019-01-10,5,2019-01-10 05:00:00,2019-01-10 10:00:00,93996,97243,92531,2006,-2743,97243,92531,3.6,4.1,100773,"2019"
"219","PJM",2019-01-10,6,2019-01-10 06:00:00,2019-01-10 11:00:00,98775,100773,97256,1995,-3242,100773,97256,3.2,3.5,108464,"2019"
"220","PJM",2019-01-10,7,2019-01-10 07:00:00,2019-01-10 12:00:00,105975,108464,105345,1166,-2757,108464,105345,3,2.9,113777,"2019"
"221","PJM",2019-01-10,8,2019-01-10 08:00:00,2019-01-10 13:00:00,110439,113777,105336,1983,-2631,113777,105336,2.9,2.9,113175,"2019"
"222","PJM",2019-01-10,9,2019-01-10 09:00:00,2019-01-10 14:00:00,110090,113175,103364,2587,-2952,113175,103364,2.8,2.9,111217,"2019"
"223","PJM",2019-01-10,10,2019-01-10 10:00:00,2019-01-10 15:00:00,108286,111217,101601,2301,-2852,111217,101601,2.7,2.9,110056,"2019"
"224","PJM",2019-01-10,11,2019-01-10 11:00:00,2019-01-10 16:00:00,106360,110056,100469,1864,-1198,110056,100469,3.1,2.8,108627,"2019"
"225","PJM",2019-01-10,12,2019-01-10 12:00:00,2019-01-10 17:00:00,104335,108627,98045,1298,-2904,108627,98045,4.3,3.8,107385,"2019"
"226","PJM",2019-01-10,13,2019-01-10 13:00:00,2019-01-10 18:00:00,102304,107385,97344,750,-3964,107385,97344,4.6,3.5,106310,"2019"
"227","PJM",2019-01-10,14,2019-01-10 14:00:00,2019-01-10 19:00:00,101051,106310,96529,489,-3533,106310,96529,4.1,3.8,105794,"2019"
"228","PJM",2019-01-10,15,2019-01-10 15:00:00,2019-01-10 20:00:00,99892,105794,96161,415,-2715,105794,96161,4,3.5,105950,"2019"
"229","PJM",2019-01-10,16,2019-01-10 16:00:00,2019-01-10 21:00:00,99929,105950,97581,283,-1479,105950,97581,3.8,3.3,108249,"2019"
"230","PJM",2019-01-10,17,2019-01-10 17:00:00,2019-01-10 22:00:00,102466,108249,103464,205,-482,108249,103464,3.6,2.8,114055,"2019"
"231","PJM",2019-01-10,18,2019-01-10 18:00:00,2019-01-10 23:00:00,108101,114055,106540,373,128,114055,106540,2.9,2.7,116114,"2019"
"232","PJM",2019-01-10,19,2019-01-10 19:00:00,2019-01-11 00:00:00,109880,116114,106175,760,209,116114,106175,2.7,2.5,115248,"2019"
"233","PJM",2019-01-10,20,2019-01-10 20:00:00,2019-01-11 01:00:00,110122,115248,105626,1446,615,115248,105626,2.6,2,113846,"2019"
"234","PJM",2019-01-10,21,2019-01-10 21:00:00,2019-01-11 02:00:00,109865,113846,102347,1633,800,113846,102347,2.5,2.8,110511,"2019"
"235","PJM",2019-01-10,22,2019-01-10 22:00:00,2019-01-11 03:00:00,107686,110511,97581,1661,385,110511,97581,2.5,2.8,105103,"2019"
"236","PJM",2019-01-10,23,2019-01-10 23:00:00,2019-01-11 04:00:00,103326,105103,94705,1279,-291,105103,94705,2.5,2.6,100417,"2019"
"237","PJM",2019-01-10,24,2019-01-11 00:00:00,2019-01-11 05:00:00,98781,100417,89623,1734,-1433,100417,89623,2.5,2.4,97807,"2019"
"238","PJM",2019-01-11,1,2019-01-11 01:00:00,2019-01-11 06:00:00,96080,97807,89504,1346,-1568,97807,89504,3.2,3,97026,"2019"
"239","PJM",2019-01-11,2,2019-01-11 02:00:00,2019-01-11 07:00:00,94458,97026,89300,1760,-1593,97026,89300,4.2,5.2,96920,"2019"
"240","PJM",2019-01-11,3,2019-01-11 03:00:00,2019-01-11 08:00:00,93865,96920,90206,1867,-1467,96920,90206,4.1,4,97544,"2019"
"241","PJM",2019-01-11,4,2019-01-11 04:00:00,2019-01-11 09:00:00,94355,97544,91170,1888,-2136,97544,91170,3.5,3.1,99387,"2019"
"242","PJM",2019-01-11,5,2019-01-11 05:00:00,2019-01-11 10:00:00,96661,99387,94136,1512,-1402,99387,94136,3.6,2.9,102677,"2019"
"243","PJM",2019-01-11,6,2019-01-11 06:00:00,2019-01-11 11:00:00,101736,102677,100776,1568,-1610,102677,100776,3.2,2.8,110207,"2019"
"244","PJM",2019-01-11,7,2019-01-11 07:00:00,2019-01-11 12:00:00,109569,110207,106781,1590,-1945,110207,106781,2.9,2.6,115478,"2019"
"245","PJM",2019-01-11,8,2019-01-11 08:00:00,2019-01-11 13:00:00,113930,115478,106005,2287,-1981,115478,106005,2.9,2.8,114086,"2019"
"246","PJM",2019-01-11,9,2019-01-11 09:00:00,2019-01-11 14:00:00,112718,114086,101835,2349,-1261,114086,101835,2.8,2.6,110918,"2019"
"247","PJM",2019-01-11,10,2019-01-11 10:00:00,2019-01-11 15:00:00,110037,110918,99621,1775,-1445,110918,99621,2.7,2.6,108318,"2019"
"248","PJM",2019-01-11,11,2019-01-11 11:00:00,2019-01-11 16:00:00,107493,108318,97947,1644,-1336,108318,97947,2.9,2.7,105819,"2019"
"249","PJM",2019-01-11,12,2019-01-11 12:00:00,2019-01-11 17:00:00,105063,105819,95110,2067,-2566,105819,95110,3.6,3.1,103751,"2019"
"250","PJM",2019-01-11,13,2019-01-11 13:00:00,2019-01-11 18:00:00,102731,103751,94148,1943,-3177,103751,94148,3.6,3,102949,"2019"
"251","PJM",2019-01-11,14,2019-01-11 14:00:00,2019-01-11 19:00:00,101114,102949,92976,2027,-2917,102949,92976,3.4,2.8,101821,"2019"
"252","PJM",2019-01-11,15,2019-01-11 15:00:00,2019-01-11 20:00:00,99876,101821,93450,1961,-2370,101821,93450,3.1,2.8,101386,"2019"
"253","PJM",2019-01-11,16,2019-01-11 16:00:00,2019-01-11 21:00:00,99686,101386,92873,1827,-3007,101386,92873,3,2.7,102695,"2019"
"254","PJM",2019-01-11,17,2019-01-11 17:00:00,2019-01-11 22:00:00,102021,102695,97574,1511,-2638,102695,97574,3,2.8,108349,"2019"
"255","PJM",2019-01-11,18,2019-01-11 18:00:00,2019-01-11 23:00:00,107363,108349,99806,739,-2554,108349,99806,2.6,2.5,110151,"2019"
"256","PJM",2019-01-11,19,2019-01-11 19:00:00,2019-01-12 00:00:00,109346,110151,99025,891,-2509,110151,99025,2.7,2.5,109061,"2019"
"257","PJM",2019-01-11,20,2019-01-11 20:00:00,2019-01-12 01:00:00,109029,109061,98348,1321,-2374,109061,98348,2.5,2.4,107540,"2019"
"258","PJM",2019-01-11,21,2019-01-11 21:00:00,2019-01-12 02:00:00,108068,107540,97157,1928,-1898,107540,97157,2.4,2.5,105087,"2019"
"259","PJM",2019-01-11,22,2019-01-11 22:00:00,2019-01-12 03:00:00,106024,105087,94546,2361,-879,105087,94546,2.4,2.4,101257,"2019"
"260","PJM",2019-01-11,23,2019-01-11 23:00:00,2019-01-12 04:00:00,102341,101257,91929,3015,-953,101257,91929,2.3,2.4,97426,"2019"
"261","PJM",2019-01-11,24,2019-01-12 00:00:00,2019-01-12 05:00:00,98063,97426,90684,3487,-1523,97426,90684,2.4,2.3,94583,"2019"
"262","PJM",2019-01-12,1,2019-01-12 01:00:00,2019-01-12 06:00:00,94699,94583,86824,2864,-2631,94583,86824,2.4,2.5,92830,"2019"
"263","PJM",2019-01-12,2,2019-01-12 02:00:00,2019-01-12 07:00:00,92925,92830,85190,2351,-3103,92830,85190,2.6,2.6,91702,"2019"
"264","PJM",2019-01-12,3,2019-01-12 03:00:00,2019-01-12 08:00:00,92014,91702,84732,2517,-2884,91702,84732,3,2.7,91294,"2019"
"265","PJM",2019-01-12,4,2019-01-12 04:00:00,2019-01-12 09:00:00,91840,91294,85587,2590,-3252,91294,85587,3.1,2.6,92057,"2019"
"266","PJM",2019-01-12,5,2019-01-12 05:00:00,2019-01-12 10:00:00,92645,92057,86578,2892,-2162,92057,86578,2.9,2.4,93992,"2019"
"267","PJM",2019-01-12,6,2019-01-12 06:00:00,2019-01-12 11:00:00,94314,93992,88736,2127,-2101,93992,88736,2.8,2.5,95968,"2019"
"268","PJM",2019-01-12,7,2019-01-12 07:00:00,2019-01-12 12:00:00,96902,95968,91107,2824,-2495,95968,91107,2.7,2.4,99170,"2019"
"269","PJM",2019-01-12,8,2019-01-12 08:00:00,2019-01-12 13:00:00,99833,99170,93148,2401,-2619,99170,93148,2.6,2.3,101543,"2019"
"270","PJM",2019-01-12,9,2019-01-12 09:00:00,2019-01-12 14:00:00,101639,101543,94932,2489,-3127,101543,94932,2.5,2.3,102555,"2019"
"271","PJM",2019-01-12,10,2019-01-12 10:00:00,2019-01-12 15:00:00,102462,102555,95362,2527,-1930,102555,95362,2.5,2.3,102342,"2019"
"272","PJM",2019-01-12,11,2019-01-12 11:00:00,2019-01-12 16:00:00,102111,102342,94392,2765,-2776,102342,94392,2.6,2.3,101442,"2019"
"273","PJM",2019-01-12,12,2019-01-12 12:00:00,2019-01-12 17:00:00,100865,101442,92695,3124,-2522,101442,92695,2.7,2.7,100108,"2019"
"274","PJM",2019-01-12,13,2019-01-12 13:00:00,2019-01-12 18:00:00,99135,100108,92044,2719,-2708,100108,92044,2.7,2.7,99335,"2019"
"275","PJM",2019-01-12,14,2019-01-12 14:00:00,2019-01-12 19:00:00,97426,99335,92559,3074,-2700,99335,92559,2.7,2.5,99701,"2019"
"276","PJM",2019-01-12,15,2019-01-12 15:00:00,2019-01-12 20:00:00,96333,99701,93281,3105,-3063,99701,93281,2.5,2.4,100678,"2019"
"277","PJM",2019-01-12,16,2019-01-12 16:00:00,2019-01-12 21:00:00,96559,100678,94151,3240,-3796,100678,94151,2.4,2.4,101783,"2019"
"278","PJM",2019-01-12,17,2019-01-12 17:00:00,2019-01-12 22:00:00,99102,101783,98375,3279,-3899,101783,98375,2.4,2.4,105629,"2019"
"279","PJM",2019-01-12,18,2019-01-12 18:00:00,2019-01-12 23:00:00,104168,105629,99678,3889,-4523,105629,99678,2.3,2.3,106614,"2019"
"280","PJM",2019-01-12,19,2019-01-12 19:00:00,2019-01-13 00:00:00,105297,106614,97988,3579,-4803,106614,97988,2.1,2.2,105261,"2019"
"281","PJM",2019-01-12,20,2019-01-12 20:00:00,2019-01-13 01:00:00,104043,105261,97014,3312,-4979,105261,97014,2.1,2.1,103641,"2019"
"282","PJM",2019-01-12,21,2019-01-12 21:00:00,2019-01-13 02:00:00,102566,103641,94457,3373,-4912,103641,94457,2,2,101700,"2019"
"283","PJM",2019-01-12,22,2019-01-12 22:00:00,2019-01-13 03:00:00,100469,101700,92502,3136,-5335,101700,92502,2,2,99117,"2019"
"284","PJM",2019-01-12,23,2019-01-12 23:00:00,2019-01-13 04:00:00,97071,99117,90080,3064,-4819,99117,90080,1.9,1.9,95716,"2019"
"285","PJM",2019-01-12,24,2019-01-13 00:00:00,2019-01-13 05:00:00,93217,95716,88364,3117,-4410,95716,88364,1.9,1.9,92644,"2019"
"286","PJM",2019-01-13,1,2019-01-13 01:00:00,2019-01-13 06:00:00,90598,92644,85346,2987,-5104,92644,85346,2,2.1,90780,"2019"
"287","PJM",2019-01-13,2,2019-01-13 02:00:00,2019-01-13 07:00:00,88557,90780,84382,3235,-4410,90780,84382,2,2.1,89747,"2019"
"288","PJM",2019-01-13,3,2019-01-13 03:00:00,2019-01-13 08:00:00,87279,89747,83756,3193,-4095,89747,83756,2.4,2.4,89240,"2019"
"289","PJM",2019-01-13,4,2019-01-13 04:00:00,2019-01-13 09:00:00,86792,89240,84056,3158,-4236,89240,84056,2.5,2.5,89671,"2019"
"290","PJM",2019-01-13,5,2019-01-13 05:00:00,2019-01-13 10:00:00,87185,89671,84711,3101,-4020,89671,84711,2.6,2.5,90732,"2019"
"291","PJM",2019-01-13,6,2019-01-13 06:00:00,2019-01-13 11:00:00,88101,90732,85972,2958,-4521,90732,85972,2.6,2.6,92786,"2019"
"292","PJM",2019-01-13,7,2019-01-13 07:00:00,2019-01-13 12:00:00,89865,92786,86852,3130,-4530,92786,86852,2.5,2.6,93613,"2019"
"293","PJM",2019-01-13,8,2019-01-13 08:00:00,2019-01-13 13:00:00,92322,93613,88683,3037,-4735,93613,88683,2.5,2.6,95624,"2019"
"294","PJM",2019-01-13,9,2019-01-13 09:00:00,2019-01-13 14:00:00,94652,95624,91720,3386,-4836,95624,91720,2.4,2.6,97884,"2019"
"295","PJM",2019-01-13,10,2019-01-13 10:00:00,2019-01-13 15:00:00,95994,97884,92232,3800,-4545,97884,92232,2.4,2.6,98751,"2019"
"296","PJM",2019-01-13,11,2019-01-13 11:00:00,2019-01-13 16:00:00,96092,98751,92981,3918,-4745,98751,92981,2.6,2.8,98851,"2019"
"297","PJM",2019-01-13,12,2019-01-13 12:00:00,2019-01-13 17:00:00,95573,98851,93422,4370,-4728,98851,93422,3.3,4.8,98957,"2019"
"298","PJM",2019-01-13,13,2019-01-13 13:00:00,2019-01-13 18:00:00,95122,98957,92705,4417,-5458,98957,92705,3.2,4.6,98381,"2019"
"299","PJM",2019-01-13,14,2019-01-13 14:00:00,2019-01-13 19:00:00,94433,98381,92207,4232,-6262,98381,92207,3.1,3.2,98195,"2019"
"300","PJM",2019-01-13,15,2019-01-13 15:00:00,2019-01-13 20:00:00,93865,98195,92276,4293,-6411,98195,92276,2.9,3,98642,"2019"
"301","PJM",2019-01-13,16,2019-01-13 16:00:00,2019-01-13 21:00:00,94490,98642,93754,4184,-7099,98642,93754,2.7,2.8,100822,"2019"
"302","PJM",2019-01-13,17,2019-01-13 17:00:00,2019-01-13 22:00:00,97288,100822,99347,3938,-7214,100822,99347,2.5,2.6,105555,"2019"
"303","PJM",2019-01-13,18,2019-01-13 18:00:00,2019-01-13 23:00:00,102530,105555,102524,4219,-6838,105555,102524,2.4,2.5,107643,"2019"
"304","PJM",2019-01-13,19,2019-01-13 19:00:00,2019-01-14 00:00:00,104186,107643,100799,4869,-6783,107643,100799,2.2,2.4,106280,"2019"
"305","PJM",2019-01-13,20,2019-01-13 20:00:00,2019-01-14 01:00:00,103973,106280,99517,4860,-6498,106280,99517,2.2,2.5,105021,"2019"
"306","PJM",2019-01-13,21,2019-01-13 21:00:00,2019-01-14 02:00:00,103052,105021,96775,4481,-6113,105021,96775,2.2,2.3,101616,"2019"
"307","PJM",2019-01-13,22,2019-01-13 22:00:00,2019-01-14 03:00:00,100380,101616,92511,4667,-6687,101616,92511,2.2,2.3,97762,"2019"
"308","PJM",2019-01-13,23,2019-01-13 23:00:00,2019-01-14 04:00:00,96683,97762,89713,4227,-8085,97762,89713,2.2,2.3,94406,"2019"
"309","PJM",2019-01-13,24,2019-01-14 00:00:00,2019-01-14 05:00:00,92887,94406,87144,3777,-8166,94406,87144,2.4,2.6,92670,"2019"
"310","PJM",2019-01-14,1,2019-01-14 01:00:00,2019-01-14 06:00:00,91920,92670,85054,2864,-7226,92670,85054,3.2,4.4,91517,"2019"
"311","PJM",2019-01-14,2,2019-01-14 02:00:00,2019-01-14 07:00:00,90598,91517,85231,2659,-7535,91517,85231,3.5,2.7,91718,"2019"
"312","PJM",2019-01-14,3,2019-01-14 03:00:00,2019-01-14 08:00:00,90365,91718,85462,2531,-6640,91718,85462,3.6,3.5,92147,"2019"
"313","PJM",2019-01-14,4,2019-01-14 04:00:00,2019-01-14 09:00:00,91117,92147,87205,2435,-5586,92147,87205,3.2,3.6,94007,"2019"
"314","PJM",2019-01-14,5,2019-01-14 05:00:00,2019-01-14 10:00:00,93684,94007,91492,3017,-4114,94007,91492,3.1,3.1,98375,"2019"
"315","PJM",2019-01-14,6,2019-01-14 06:00:00,2019-01-14 11:00:00,98804,98375,97963,3389,-3923,98375,97963,2.9,3.4,106414,"2019"
"316","PJM",2019-01-14,7,2019-01-14 07:00:00,2019-01-14 12:00:00,106049,106414,104447,3304,-3839,106414,104447,2.8,2.9,111897,"2019"
"317","PJM",2019-01-14,8,2019-01-14 08:00:00,2019-01-14 13:00:00,110684,111897,105626,3374,-3299,111897,105626,2.7,2.8,112813,"2019"
"318","PJM",2019-01-14,9,2019-01-14 09:00:00,2019-01-14 14:00:00,110653,112813,104482,3818,-4548,112813,104482,2.6,2.7,111911,"2019"
"319","PJM",2019-01-14,10,2019-01-14 10:00:00,2019-01-14 15:00:00,108884,111911,102192,3622,-5042,111911,102192,2.6,2.7,110092,"2019"
"320","PJM",2019-01-14,11,2019-01-14 11:00:00,2019-01-14 16:00:00,107014,110092,101347,3343,-4852,110092,101347,2.8,2.8,107992,"2019"
"321","PJM",2019-01-14,12,2019-01-14 12:00:00,2019-01-14 17:00:00,104971,107992,99683,4147,-5063,107992,99683,3.6,4.3,106308,"2019"
"322","PJM",2019-01-14,13,2019-01-14 13:00:00,2019-01-14 18:00:00,103196,106308,97934,4152,-5796,106308,97934,3.6,4.5,104778,"2019"
"323","PJM",2019-01-14,14,2019-01-14 14:00:00,2019-01-14 19:00:00,101791,104778,96595,4011,-5156,104778,96595,3.6,3.8,103549,"2019"
"324","PJM",2019-01-14,15,2019-01-14 15:00:00,2019-01-14 20:00:00,100775,103549,95825,3767,-4964,103549,95825,3.4,3.2,103325,"2019"
"325","PJM",2019-01-14,16,2019-01-14 16:00:00,2019-01-14 21:00:00,100853,103325,97608,3660,-6757,103325,97608,3,2.8,105643,"2019"
"326","PJM",2019-01-14,17,2019-01-14 17:00:00,2019-01-14 22:00:00,103538,105643,103783,3776,-6766,105643,103783,2.7,2.7,111589,"2019"
"327","PJM",2019-01-14,18,2019-01-14 18:00:00,2019-01-14 23:00:00,109437,111589,107749,3744,-6402,111589,107749,2.5,2.5,114533,"2019"
"328","PJM",2019-01-14,19,2019-01-14 19:00:00,2019-01-15 00:00:00,112284,114533,106678,4331,-6015,114533,106678,2.1,2.6,113914,"2019"
"329","PJM",2019-01-14,20,2019-01-14 20:00:00,2019-01-15 01:00:00,112659,113914,106906,4357,-5651,113914,106906,1.7,2.7,112311,"2019"
"330","PJM",2019-01-14,21,2019-01-14 21:00:00,2019-01-15 02:00:00,111521,112311,101669,4489,-5997,112311,101669,1.5,2.6,108784,"2019"
"331","PJM",2019-01-14,22,2019-01-14 22:00:00,2019-01-15 03:00:00,108304,108784,97426,3623,-5824,108784,97426,1.7,2.6,103719,"2019"
"332","PJM",2019-01-14,23,2019-01-14 23:00:00,2019-01-15 04:00:00,103496,103719,93860,3533,-7049,103719,93860,1.6,2.6,99593,"2019"
"333","PJM",2019-01-14,24,2019-01-15 00:00:00,2019-01-15 05:00:00,98881,99593,86667,2978,-7024,99593,86667,1.9,2.8,97962,"2019"
"334","PJM",2019-01-15,1,2019-01-15 01:00:00,2019-01-15 06:00:00,95765,97962,91011,3004,-7596,97962,91011,2.6,5.5,97412,"2019"
"335","PJM",2019-01-15,2,2019-01-15 02:00:00,2019-01-15 07:00:00,94271,97412,90429,3134,-5871,97412,90429,4,5.5,96909,"2019"
"336","PJM",2019-01-15,3,2019-01-15 03:00:00,2019-01-15 08:00:00,93737,96909,90091,2985,-5583,96909,90091,3.3,3.2,97427,"2019"
"337","PJM",2019-01-15,4,2019-01-15 04:00:00,2019-01-15 09:00:00,94107,97427,91269,2555,-4354,97427,91269,2.8,2.7,98485,"2019"
"338","PJM",2019-01-15,5,2019-01-15 05:00:00,2019-01-15 10:00:00,96171,98485,94678,2415,-4723,98485,94678,3.1,3.1,102888,"2019"
"339","PJM",2019-01-15,6,2019-01-15 06:00:00,2019-01-15 11:00:00,101031,102888,101862,2470,-5056,102888,101862,2.9,2.9,110799,"2019"
"340","PJM",2019-01-15,7,2019-01-15 07:00:00,2019-01-15 12:00:00,108277,110799,108821,2056,-4850,110799,108821,2.7,2.7,115659,"2019"
"341","PJM",2019-01-15,8,2019-01-15 08:00:00,2019-01-15 13:00:00,112432,115659,108356,3781,-3971,115659,108356,2.6,2.7,114828,"2019"
"342","PJM",2019-01-15,9,2019-01-15 09:00:00,2019-01-15 14:00:00,111509,114828,103943,3712,-3702,114828,103943,2.5,2.5,111631,"2019"
"343","PJM",2019-01-15,10,2019-01-15 10:00:00,2019-01-15 15:00:00,109377,111631,102569,3115,-3801,111631,102569,2.5,2.6,108851,"2019"
"344","PJM",2019-01-15,11,2019-01-15 11:00:00,2019-01-15 16:00:00,107328,108851,100499,3945,-2758,108851,100499,2.6,2.7,106789,"2019"
"345","PJM",2019-01-15,12,2019-01-15 12:00:00,2019-01-15 17:00:00,105433,106789,98413,3693,-6517,106789,98413,3.1,3.1,105222,"2019"
"346","PJM",2019-01-15,13,2019-01-15 13:00:00,2019-01-15 18:00:00,103699,105222,97612,3463,-6113,105222,97612,2.8,3.4,104193,"2019"
